name,distance,planet_type,orbital_radius,orbital_period,hostname,mass,esi,st_temp,st_radius,st_mass
K2-139 b,502.0,Gas Giant,0.1796,0.07775496,K2-139,123.00021,0.15793634,5437.562538702091,0.93,0.9393564616929898
K2-13 b,1117.0,Super Earth,0.2114,0.10924025,K2-13,4.23,0.33737591,5727.0,1.09,0.94
K2-140 b,1135.0,Gas Giant,0.068,0.018069815,K2-140,295.58042,0.071641353,5585.0,1.06,0.96
K2-141 b,202.0,Super Earth,0.00716,0.00082135526,K2-141,4.97,0.27887912,4570.0,0.681,0.708
K2-141 c,202.0,Neptune-like,6.962942017335215,0.021081451,K2-141,8.0,0.14464438,4570.0,0.681,0.708
K2-146 b,259.0,Super Earth,0.0248,0.007118412,K2-146,5.77,0.30418824,5437.562538702091,0.5,0.9393564616929898
K2-146 c,259.0,Super Earth,0.0327,0.0109514035,K2-146,7.49,0.33244369,5437.562538702091,0.5,0.9393564616929898
K2-147 b,295.0,Terrestrial,0.0159,0.0027378509,K2-147,0.315,0.29121804,3672.0,0.554,0.583
K2-148 b,406.0,Super Earth,0.0454,0.012046544,K2-148,2.33,0.31384917,4081.0,0.673976,0.639
K2-148 c,406.0,Super Earth,0.0616,0.01889117,K2-148,3.64,0.31742658,4081.0,0.673976,0.639
K2-148 d,406.0,Super Earth,0.0774,0.026830938,K2-148,3.33,0.34915497,4081.0,0.673976,0.639
K2-149 b,403.0,Super Earth,0.083,0.030937715,K2-149,3.33,0.4403805,3836.66,0.580002,0.9393564616929898
K2-14 b,1188.0,Neptune-like,0.0627,0.022997946,K2-14,20.7,0.19523119,3789.0,0.45,0.47
K2-150 b,334.0,Super Earth,0.0727,0.02902122,K2-150,4.66,0.47581455,3440.0,0.415505,0.408869
K2-151 b,227.0,Super Earth,0.0373,0.010403832,K2-151,2.83,0.34491162,5437.562538702091,0.45,0.9393564616929898
K2-152 b,354.0,Neptune-like,0.1716,0.08925393,K2-152,5.86,0.55366239,4044.0,0.61,0.63
K2-153 b,467.0,Super Earth,0.0614,0.02053388,K2-153,4.66,0.36187516,4094.43,1.256862900934236,0.9393564616929898
K2-154 b,422.0,Super Earth,0.0405,0.010130048,K2-154,4.62,0.27766944,3929.0,0.647245,0.625058
K2-154 c,422.0,Super Earth,0.0677,0.021902807,K2-154,4.94,0.31173614,3929.0,0.647245,0.625058
K2-155 b,237.0,Super Earth,0.0562,0.017248461,K2-155,3.89,0.33337848,5437.562538702091,1.256862900934236,0.9393564616929898
K2-155 c,237.0,Neptune-like,0.0946,0.038056124,K2-155,7.27,0.39163575,5437.562538702091,1.256862900934236,0.9393564616929898
K2-155 d,237.0,Super Earth,0.1937,0.111430526,K2-155,4.27,0.72989462,5437.562538702091,1.256862900934236,0.9393564616929898
K2-156 b,490.0,Super Earth,0.0149,0.0021902807,K2-156,1.37,0.29424838,4460.0,0.615543,0.642263
K2-157 b,973.0,Terrestrial,6.962942017335215,0.0010951404,K2-157,0.972,0.2931132,5377.0,0.920826,0.93
K2-158 b,644.0,Neptune-like,0.0887,0.027652293,K2-158,7.46,0.23900669,5489.0,0.892097,0.932757
K2-158 c,644.0,Super Earth,0.0622,0.01615332,K2-158,2.18,0.2954401,5489.0,0.892097,0.932757
K2-159 b,558.0,Neptune-like,0.1013,0.03394935,K2-159,5.73,0.268074,5338.75,0.831337,0.9393564616929898
K2-15 b,1611.0,Neptune-like,0.091,0.03230664,K2-15,6.71,0.26137514,4982.21,0.796593,0.9393564616929898
K2-160 b,1029.0,Neptune-like,6.962942017335215,0.010130048,K2-160,10.2,0.20629104,5649.0,0.913754,0.982829
K2-161 b,2989.0,Neptune-like,6.962942017335215,0.025462013,K2-161,31.1,0.13012466,4972.0,2.568173,0.986876
K2-162 b,406.0,Super Earth,0.0795,0.026009582,K2-162,2.67,0.32026871,4545.32,0.799236,0.716
K2-163 b,680.0,Neptune-like,6.962942017335215,0.0183436,K2-163,6.65,0.25114966,4937.0,0.762201,0.826112
K2-164 b,1225.0,Neptune-like,6.962942017335215,0.047638603,K2-164,10.6,0.20608469,5437.562538702091,1.27,0.9393564616929898
K2-165 b,439.0,Super Earth,6.962942017335215,0.006570842,K2-165,2.17,0.29125684,5141.67,0.837606,0.9393564616929898
K2-165 c,439.0,Super Earth,6.962942017335215,0.012046544,K2-165,3.03,0.28425976,5141.67,0.837606,0.9393564616929898
K2-165 d,439.0,Neptune-like,6.962942017335215,0.038603697,K2-165,7.5,0.25781619,5141.67,0.837606,0.9393564616929898
K2-167 b,264.0,Neptune-like,0.0999,0.027378507,K2-167,6.5,0.24351746,6073.5,1.503139,0.9393564616929898
K2-169 b,769.0,Super Earth,6.962942017335215,0.017522246,K2-169,2.16,0.29690669,5401.0,0.959568,0.939
K2-170 b,1282.0,Super Earth,6.962942017335215,0.020807665,K2-170,2.6,0.28891949,5749.0,0.98,0.9393564616929898
K2-170 c,1282.0,Super Earth,6.962942017335215,0.03394935,K2-170,3.9,0.27669698,5749.0,0.98,0.9393564616929898
K2-171 b,1977.0,Neptune-like,6.962942017335215,0.015331964,K2-171,7.69,0.22377812,5037.0,2.378075,0.9393564616929898
K2-172 b,815.0,Super Earth,6.962942017335215,0.039151266,K2-172,3.42,0.30018019,5547.0,0.857949,0.977
K2-172 c,815.0,Neptune-like,6.962942017335215,0.08104038,K2-172,10.4,0.26409663,5547.0,0.857949,0.977
K2-173 b,746.0,Super Earth,6.962942017335215,0.01615332,K2-173,3.22,0.27979091,5437.562538702091,1.256862900934236,0.9393564616929898
K2-174 b,326.0,Neptune-like,0.126,0.053661875,K2-174,7.27,0.33554473,5437.562538702091,1.256862900934236,0.9393564616929898
K2-175 b,807.0,Super Earth,6.962942017335215,0.026009582,K2-175,4.81,0.25691975,5909.0,1.420038,1.094693
K2-176 b,807.0,Super Earth,6.962942017335215,0.01451061,K2-176,2.83,0.2897791,4949.67,0.91103,0.9393564616929898
K2-177 b,1605.0,Neptune-like,6.962942017335215,0.03887748,K2-177,5.13,0.25785958,6063.0,1.213565,1.210525
K2-178 b,701.0,Neptune-like,6.962942017335215,0.023819301,K2-178,12.4,0.20471662,5060.64,0.938273,0.9393564616929898
K2-179 b,622.0,Neptune-like,6.962942017335215,0.014236824,K2-179,6.86,0.24294411,5100.0,0.63874,0.9393564616929898
K2-17 b,408.0,Neptune-like,0.119,0.049281314,K2-17,5.6,0.40084163,4118.41,0.626014,0.657836
K2-180 b,665.0,Super Earth,0.0734,0.02436687,K2-180,11.44182,0.24867972,5368.0,0.697439,0.9393564616929898
K2-181 b,1177.0,Neptune-like,0.0706,0.01889117,K2-181,8.45,0.22241824,5573.0,1.05734,0.983
K2-182 b,505.0,Neptune-like,0.0526,0.012867898,K2-182,20.0,0.23127972,5180.6,0.790862,0.878
K2-183 b,1073.0,Super Earth,6.962942017335215,0.0013689254,K2-183,1.37,0.29235197,5437.562538702091,0.984,0.9393564616929898
K2-183 c,1073.0,Neptune-like,0.0932,0.02956879,K2-183,5.9,0.25528815,5437.562538702091,0.984,0.9393564616929898
K2-183 d,1073.0,Neptune-like,0.1527,0.06187543,K2-183,5.9,0.28067185,5437.562538702091,0.984,0.9393564616929898
K2-184 b,247.0,Super Earth,0.1685,0.046543464,K2-184,2.76,0.37224678,5437.562538702091,0.816,0.9393564616929898
K2-185 b,875.0,Super Earth,6.962942017335215,0.02902122,K2-185,1.6,0.30610189,5805.33,0.890953,0.9393564616929898
K2-185 c,875.0,Neptune-like,6.962942017335215,0.14428474,K2-185,6.3,0.3429407,5805.33,0.890953,0.9393564616929898
K2-186 b,1079.0,Neptune-like,6.962942017335215,0.11362081,K2-186,10.2,0.26147757,5784.0,0.98083,1.018617
K2-187 b,1079.0,Super Earth,0.0164,0.0021902807,K2-187,1.87,0.29059139,5438.0,0.83,0.9393564616929898
K2-187 c,1079.0,Super Earth,0.0392,0.007939767,K2-187,2.54,0.28660716,5438.0,0.83,0.9393564616929898
K2-187 d,1079.0,Neptune-like,0.072,0.01943874,K2-187,6.35,0.24584124,5438.0,0.83,0.9393564616929898
K2-187 e,1079.0,Super Earth,0.1106,0.037234772,K2-187,4.27,0.28585124,5438.0,0.83,0.9393564616929898
K2-188 b,1458.0,Super Earth,0.0289,0.0046543465,K2-188,2.39,0.2858581,5437.562538702091,1.19,0.9393564616929898
K2-188 c,1458.0,Neptune-like,0.0785,0.021355236,K2-188,8.4,0.22113862,5437.562538702091,1.19,0.9393564616929898
K2-189 b,790.0,Super Earth,0.0361,0.007118412,K2-189,2.92,0.28111801,5437.562538702091,0.882,0.9393564616929898
K2-189 c,790.0,Neptune-like,0.068,0.0183436,K2-189,6.8,0.24055549,5437.562538702091,0.882,0.9393564616929898
K2-18 b,124.0,Super Earth,0.1429,0.09007529,K2-18,8.92,0.70093768,3496.0,0.4,0.42
K2-18 c,124.0,Neptune-like,0.06,0.024640657,K2-18,7.51,0.36449197,3496.0,0.4,0.42
K2-190 b,524.0,Super Earth,6.962942017335215,0.027652293,K2-190,2.41,0.2974496,5605.6,0.980624,0.991
K2-190 c,524.0,Super Earth,6.962942017335215,0.05913758,K2-190,1.34,0.32816646,5605.6,0.980624,0.991
K2-191 b,937.0,Super Earth,6.962942017335215,0.007939767,K2-191,3.12,0.27969887,5176.0,0.839696,0.900994
K2-192 b,723.0,Super Earth,0.049,0.011498973,K2-192,2.92,0.28557068,5201.77,0.791014,0.9393564616929898
K2-193 b,1344.0,Neptune-like,0.1184,0.04052019,K2-193,14.8,0.1967111,5817.0,0.98,1.01
K2-194 b,2053.0,Neptune-like,6.962942017335215,0.108692676,K2-194,12.9,0.21515403,6212.0,1.31129,1.2
K2-195 b,1028.0,Neptune-like,0.1208,0.043531828,K2-195,9.96,0.22290898,5437.562538702091,0.95,0.9393564616929898
K2-195 c,1028.0,Neptune-like,6.962942017335215,0.078028746,K2-195,7.16,0.27269719,5437.562538702091,0.95,0.9393564616929898
K2-196 b,1908.0,Neptune-like,6.962942017335215,0.1322382,K2-196,12.6,0.20811974,6045.0,1.538801,1.162095
K2-197 b,808.0,Neptune-like,0.0806,0.022997946,K2-197,7.08,0.23881695,5440.24,0.981078,0.9393564616929898
K2-198 b,361.0,Neptune-like,6.962942017335215,0.046543464,K2-198,16.3,0.21195295,5114.0,0.80078,0.9393564616929898
K2-198 c,361.0,Super Earth,6.962942017335215,0.009308693,K2-198,2.61,0.28799658,5114.0,0.80078,0.9393564616929898
K2-198 d,361.0,Neptune-like,6.962942017335215,0.02053388,K2-198,6.52,0.24908395,5114.0,0.80078,0.9393564616929898
K2-199 b,351.0,Super Earth,0.0382,0.008761123,K2-199,6.9,0.27873821,4550.0,0.701485,0.717
K2-199 c,351.0,Neptune-like,0.0662,0.020260096,K2-199,12.4,0.24485668,4550.0,0.701485,0.717
K2-19 b,945.0,Neptune-like,0.074,0.02162902,K2-19,32.4,0.12783883,5350.0,0.824,0.892
K2-19 c,945.0,Neptune-like,0.0971,0.032580424,K2-19,10.8,0.1944739,5350.0,0.824,0.892
K2-19 d,945.0,Super Earth,0.0344,0.0068446267,K2-19,10.0,0.29529813,5350.0,0.824,0.892
K2-200 b,601.0,Super Earth,6.962942017335215,0.007665982,K2-200,2.43,0.2897906,5437.562538702091,0.8,0.9393564616929898
K2-201 b,646.0,Super Earth,6.962942017335215,0.003011636,K2-201,2.54,0.28419896,5134.0,0.919965,0.9393564616929898
K2-201 c,646.0,Neptune-like,6.962942017335215,0.062422995,K2-201,10.8,0.25225875,5134.0,0.919965,0.9393564616929898
K2-202 b,980.0,Neptune-like,6.962942017335215,0.009308693,K2-202,5.91,0.24535131,5491.0,0.910685,0.971461
K2-203 b,542.0,Super Earth,6.962942017335215,0.026557151,K2-203,2.45,0.31255975,5028.0,0.762865,0.836
K2-204 b,1883.0,Neptune-like,6.962942017335215,0.01943874,K2-204,9.51,0.21128785,5783.0,1.253,1.076
K2-205 b,1322.0,Super Earth,6.962942017335215,0.07310062,K2-205,4.64,0.27963927,5900.0,1.196679,0.9393564616929898
K2-206 b,797.0,Neptune-like,6.962942017335215,0.050102666,K2-206,8.22,0.26999619,5043.0,0.758046,0.789481
K2-207 b,1184.0,Neptune-like,6.962942017335215,0.034223136,K2-207,7.3,0.24604026,5522.0,0.928158,0.941851
K2-208 b,838.0,Super Earth,6.962942017335215,0.011498973,K2-208,3.46,0.27604182,5412.0,0.889182,0.9393564616929898
K2-209 b,250.0,Terrestrial,6.962942017335215,0.0057494864,K2-209,0.586,0.29568891,4720.0,0.712365,0.74479
K2-210 b,576.0,Terrestrial,6.962942017335215,0.0016427105,K2-210,0.566,0.29131825,5500.0,0.89,0.9393564616929898
K2-211 b,888.0,Super Earth,6.962942017335215,0.0019164955,K2-211,2.24,0.28760551,5117.0,0.818,0.851
K2-212 b,356.0,Neptune-like,0.0785,0.026830938,K2-212,7.51,0.28492774,5437.562538702091,0.67,0.9393564616929898
K2-213 b,1271.0,Super Earth,6.962942017335215,0.022176592,K2-213,2.9,0.28338304,5794.0,1.20424,1.069596
K2-214 b,981.0,Neptune-like,0.0834,0.023545519,K2-214,6.48,0.23965389,5437.562538702091,1.29,0.9393564616929898
K2-215 b,1318.0,Neptune-like,6.962942017335215,0.022724163,K2-215,5.16,0.25749435,5704.0,0.974398,0.999987
K2-216 b,377.0,Super Earth,0.028,0.006023272,K2-216,8.0,0.27266945,5437.562538702091,0.71,0.9393564616929898
K2-217 b,1246.0,Neptune-like,6.962942017335215,0.038603697,K2-217,12.5,0.19836426,5967.0,1.333718,1.102661
K2-218 b,1285.0,Neptune-like,6.962942017335215,0.023819301,K2-218,7.13,0.2367017,5437.562538702091,1.102,0.9393564616929898
K2-219 b,1061.0,Super Earth,6.962942017335215,0.010677618,K2-219,2.38,0.28751913,5437.562538702091,1.321,0.9393564616929898
K2-219 c,1061.0,Super Earth,6.962942017335215,0.0183436,K2-219,2.66,0.28634194,5437.562538702091,1.321,0.9393564616929898
K2-219 d,1061.0,Neptune-like,6.962942017335215,0.030390145,K2-219,7.16,0.23601744,5437.562538702091,1.321,0.9393564616929898
K2-21 b,273.0,Neptune-like,0.076,0.025462013,K2-21,4.04,0.34019629,4213.49,0.576187,0.9393564616929898
K2-21 c,273.0,Super Earth,0.107,0.042436685,K2-21,6.76,0.35578499,4213.49,0.576187,0.9393564616929898
K2-220 b,762.0,Neptune-like,0.1104,0.037508555,K2-220,6.3,0.25382276,5423.67,1.055691,0.9393564616929898
K2-221 b,1040.0,Super Earth,6.962942017335215,0.006570842,K2-221,3.46,0.27249824,5716.0,0.947599,1.010842
K2-222 b,331.0,Neptune-like,0.1211,0.042162903,K2-222,8.7,0.2511495,6101.0,1.0623,0.9393564616929898
K2-223 b,648.0,Terrestrial,0.0127,0.0013689254,K2-223,0.64,0.29194341,5859.0,1.0,0.9393564616929898
K2-223 c,648.0,Super Earth,0.0549,0.012594113,K2-223,2.86,0.2834049,5859.0,1.0,0.9393564616929898
K2-224 b,898.0,Super Earth,0.0516,0.0123203285,K2-224,3.05,0.28254905,5681.0,0.804444,1.01
K2-224 c,898.0,Neptune-like,0.0886,0.027652293,K2-224,6.39,0.25242165,5681.0,0.804444,1.01
K2-225 b,1167.0,Neptune-like,0.134,0.043531828,K2-225,12.0,0.20030251,5742.0,1.7,1.27
K2-226 b,689.0,Super Earth,0.0413,0.009034907,K2-226,2.99,0.28152964,5268.0,0.903968,0.903
K2-227 b,611.0,Super Earth,6.962942017335215,0.037234772,K2-227,3.41,0.29497443,5491.47,0.934176,0.962
K2-228 b,422.0,Super Earth,0.0338,0.0073921974,K2-228,1.92,0.30097678,4927.6,1.256862900934236,0.9393564616929898
K2-229 b,335.0,Super Earth,0.0131,0.0016427105,K2-229,2.49,0.29348735,5163.0,0.774,0.84
K2-229 c,335.0,Super Earth,0.0769,0.022724163,K2-229,21.3,0.27224107,5163.0,0.774,0.84
K2-22 b,795.0,Neptune-like,0.009,0.0010951404,K2-22,444.962,0.24124332,3879.0,0.58,0.9393564616929898
K2-230 b,1764.0,Super Earth,0.0409,0.007939767,K2-230,4.5,0.25771751,6002.0,1.181244,1.1312
K2-231 b,1048.0,Neptune-like,6.962942017335215,0.03778234,K2-231,6.8,0.25183158,5478.0,1.03732,0.959
K2-232 b,426.0,Gas Giant,0.10356,0.030663928,K2-232,126.49634,0.084704371,5820.5,1.26131,0.9393564616929898
K2-233 b,220.0,Super Earth,0.03308,0.0068446267,K2-233,11.26,0.29042712,5033.0,0.71,0.79
K2-233 c,220.0,Super Earth,0.06666,0.01943874,K2-233,12.81,0.30762666,5033.0,0.71,0.79
K2-233 d,220.0,Super Earth,0.15224,0.06680356,K2-233,21.14,0.32850598,5033.0,0.71,0.79
K2-237 b,1028.0,Gas Giant,0.03558,0.006023272,K2-237,433.20012,0.056926338,6257.0,1.43,1.28
K2-238 b,1755.0,Gas Giant,0.046,0.008761123,K2-238,273.3338,0.063000401,5630.0,1.59,1.19
K2-239 b,101.0,Super Earth,0.0441,0.014236824,K2-239,1.37,0.44517693,3420.0,0.36,0.4
K2-239 c,101.0,Terrestrial,0.0576,0.021355236,K2-239,0.972,0.53583521,3420.0,0.36,0.4
K2-239 d,101.0,Super Earth,0.0685,0.027652293,K2-239,1.37,0.61218941,3420.0,0.36,0.4
K2-240 b,238.0,Super Earth,0.0513,0.016427105,K2-240,4.66,0.31782103,4010.31,0.503295,0.9393564616929898
K2-240 c,238.0,Super Earth,0.1159,0.056125943,K2-240,3.89,0.53302868,4010.31,0.503295,0.9393564616929898
K2-241 b,488.0,Neptune-like,0.1567,0.0733744,K2-241,7.04,0.31064287,5211.0,0.738091,0.887
K2-242 b,356.0,Neptune-like,0.0494,0.01779603,K2-242,6.99,0.39980394,3459.0,0.37,0.38
K2-243 b,871.0,Neptune-like,0.1087,0.031485286,K2-243,5.35,0.25210375,5864.8,1.61848,1.06
K2-243 c,871.0,Super Earth,0.1817,0.068172485,K2-243,4.7,0.27048446,5864.8,1.61848,1.06
K2-244 b,694.0,Super Earth,0.1418,0.057768654,K2-244,3.71,0.30207537,5728.0,0.890903,0.9393564616929898
K2-245 b,1488.0,Neptune-like,0.0959,0.032580424,K2-245,17.4,0.17333288,5940.0,1.150876,0.9393564616929898
K2-246 b,2295.0,Neptune-like,0.0602,0.015879534,K2-246,12.0,0.19774427,5508.98,0.933562,0.97
K2-247 b,842.0,Neptune-like,0.0304,0.0062970566,K2-247,5.14,0.25801486,4093.0,0.762148,0.64
K2-247 c,842.0,Neptune-like,0.0615,0.01779603,K2-247,5.43,0.28228342,4093.0,0.762148,0.64
K2-248 b,1325.0,Neptune-like,0.0699,0.019712524,K2-248,7.13,0.2372244,5528.0,0.92,0.88
K2-249 b,1702.0,Neptune-like,0.1151,0.03394935,K2-249,8.2,0.22575426,6504.0,1.57,1.32
K2-24 b,556.0,Neptune-like,0.154,0.05722108,K2-24,19.0,0.16066823,5743.0,1.21,1.12
K2-24 c,556.0,Neptune-like,0.247,0.11581109,K2-24,15.4,0.1547089,5743.0,1.21,1.12
K2-250 b,1353.0,Neptune-like,0.0459,0.0109514035,K2-250,6.53,0.24072206,5172.0,0.81,0.8
K2-251 b,480.0,Neptune-like,0.0694,0.025462013,K2-251,6.12,0.36119101,3556.5,0.561765,0.9393564616929898
K2-252 b,746.0,Super Earth,0.1041,0.03778234,K2-252,3.68,0.30432215,5000.41,0.832595,0.9393564616929898
K2-253 b,2859.0,Gas Giant,0.0506,0.0109514035,K2-253,106.99764,0.073544381,6027.0,1.1,1.08
K2-254 b,743.0,Super Earth,0.0448,0.011225188,K2-254,3.29,0.29095605,4667.0,0.593414,0.9393564616929898
K2-254 c,743.0,Neptune-like,0.0923,0.033127997,K2-254,5.43,0.31569836,4667.0,0.593414,0.9393564616929898
K2-255 b,625.0,Neptune-like,0.0274,0.0054757018,K2-255,8.75,0.219296,4601.44,0.633509,0.9393564616929898
K2-257 b,209.0,Terrestrial,0.0216,0.0043805614,K2-257,0.498,0.30546832,3725.0,0.5,0.52
K2-258 b,2159.0,Neptune-like,0.149,0.05229295,K2-258,9.27,0.22423086,5863.5,1.326088,0.9393564616929898
K2-259 b,1358.0,Neptune-like,0.1271,0.042436685,K2-259,5.99,0.25332733,5962.0,1.136115,0.9393564616929898
K2-25 b,147.0,Neptune-like,0.0287,0.009582478,K2-25,24.5,0.29440309,3180.0,0.295,0.294
K2-260 b,2165.0,Gas Giant,0.0404,0.007118412,K2-260,451.3186,0.053291735,6475.0,1.77,0.9393564616929898
K2-261 b,696.0,Gas Giant,0.1034,0.03175907,K2-261,59.75174,0.09526881,5537.0,1.65,1.1
K2-263 b,530.0,Super Earth,0.2573,0.13908282,K2-263,14.9,0.37128647,5340.5,0.879003,0.9393564616929898
K2-264 b,605.0,Neptune-like,0.05023,0.015879534,K2-264,5.61,0.32457105,3422.25,0.536115,0.9393564616929898
K2-264 c,605.0,Neptune-like,0.11283,0.053935662,K2-264,7.6,0.5283565,3422.25,0.536115,0.9393564616929898
K2-265 b,452.0,Super Earth,0.03376,0.006570842,K2-265,6.54,0.27137533,5477.0,0.977,0.915
K2-266 b,253.0,Neptune-like,0.01306,0.0019164955,K2-266,11.26782,0.19950891,4285.0,0.703,0.686
K2-266 c,253.0,Terrestrial,0.0679,0.021355236,K2-266,0.29013,0.32378328,4285.0,0.703,0.686
K2-266 d,253.0,Neptune-like,0.1035,0.040246405,K2-266,8.9,0.2953673,4285.0,0.703,0.686
K2-266 e,253.0,Neptune-like,0.1249,0.05338809,K2-266,14.3,0.33869937,4285.0,0.703,0.686
K2-268 b,1069.0,Super Earth,0.0308,0.006023272,K2-268,2.86,0.28276979,5437.562538702091,0.773,0.9393564616929898
K2-268 c,1069.0,Neptune-like,0.0819,0.025462013,K2-268,7.7,0.24493806,5437.562538702091,0.773,0.9393564616929898
K2-268 d,1069.0,Super Earth,6.962942017335215,0.0123203285,K2-268,2.83,0.28973179,5437.562538702091,0.773,0.9393564616929898
K2-268 e,1069.0,Super Earth,6.962942017335215,0.01670089,K2-268,2.33,0.3014975,5437.562538702091,0.773,0.9393564616929898
K2-268 f,1069.0,Neptune-like,6.962942017335215,0.07200547,K2-268,5.6,0.33880029,5437.562538702091,0.773,0.9393564616929898
K2-269 b,1177.0,Super Earth,0.0531,0.011225188,K2-269,3.09,0.2770343,5437.562538702091,1.256862900934236,0.9393564616929898
K2-26 b,323.0,Neptune-like,0.0962,0.039972622,K2-26,7.61,0.42017375,5437.562538702091,0.52,0.9393564616929898
K2-270 b,915.0,Super Earth,0.0247,0.0041067763,K2-270,2.48,0.28700926,5437.562538702091,0.82,0.9393564616929898
K2-270 c,915.0,Neptune-like,0.0497,0.012046544,K2-270,9.01,0.22164656,5437.562538702091,0.82,0.9393564616929898
K2-271 b,1841.0,Gas Giant,0.077,0.023545519,K2-271,41.8,0.11994508,5437.562538702091,0.928,0.9393564616929898
K2-272 b,1380.0,Neptune-like,0.1007,0.039698835,K2-272,9.96,0.22932237,5437.562538702091,1.256862900934236,0.9393564616929898
K2-273 b,1005.0,Neptune-like,0.0729,0.032032855,K2-273,9.53,0.22236932,5437.562538702091,0.799,0.9393564616929898
K2-274 b,745.0,Super Earth,0.0964,0.038603697,K2-274,4.98,0.2894244,5437.562538702091,0.794,0.9393564616929898
K2-275 b,403.0,Neptune-like,0.0277,0.009034907,K2-275,6.08,0.2420395,4783.6,0.735345,0.9393564616929898
K2-275 c,403.0,Neptune-like,0.0881,0.022997946,K2-275,5.52,0.28322286,4783.6,0.735345,0.9393564616929898
K2-276 b,1592.0,Neptune-like,0.1291,0.051197812,K2-276,13.7,0.23145814,4951.0,0.81643,0.9393564616929898
K2-277 b,369.0,Super Earth,0.0675,0.017248461,K2-277,4.94,0.25799519,5437.562538702091,1.256862900934236,0.9393564616929898
K2-278 b,2565.0,Neptune-like,0.0488,0.009034907,K2-278,9.17,0.21142537,5437.562538702091,0.9,0.9393564616929898
K2-279 b,597.0,Super Earth,0.067,0.01943874,K2-279,1.92,0.29976742,5558.0,0.86,0.79
K2-27 b,814.0,Neptune-like,0.06702,0.018617386,K2-27,30.9,0.17192851,5231.0,0.89,0.9393564616929898
K2-280 b,1277.0,Neptune-like,0.1461,0.05448323,K2-280,37.1,0.12579262,5556.0,1.31021,0.979
K2-281 b,1494.0,Gas Giant,0.0773,0.023819301,K2-281,50.9,0.13077256,4498.13,0.85572,0.71
K2-283 b,1314.0,Neptune-like,0.0291,0.005201916,K2-283,12.2,0.19390612,5060.0,0.82,0.89
K2-284 b,350.0,Neptune-like,0.04771,0.013141684,K2-284,8.15,0.24752379,4140.0,0.607,0.63
K2-285 b,505.0,Super Earth,0.03817,0.009582478,K2-285,9.68,0.23160032,5144.5,0.77,0.9393564616929898
K2-285 c,505.0,Neptune-like,0.0824,0.01943874,K2-285,15.68,0.21175412,5144.5,0.77,0.9393564616929898
K2-285 d,505.0,Neptune-like,0.1178,0.028747434,K2-285,6.5,0.27736984,5144.5,0.77,0.9393564616929898
K2-285 e,505.0,Neptune-like,0.18041,0.04052019,K2-285,10.7,0.36281156,5144.5,0.77,0.9393564616929898
K2-286 b,248.0,Neptune-like,0.1768,0.07501711,K2-286,5.06,0.57551151,3926.0,0.62,0.64
K2-287 b,516.0,Gas Giant,0.1206,0.040793974,K2-287,100.11645,0.10789021,5709.5,1.01545,1.018
K2-288 B b,214.0,Super Earth,0.164,0.08596852,K2-288 B,4.27,0.64648814,5437.562538702091,0.312,0.9393564616929898
K2-289 b,895.0,Gas Giant,0.107,0.03613963,K2-289,61.0,0.13200108,5529.0,1.025,0.953
K2-28 b,205.0,Neptune-like,0.0214,0.0062970566,K2-28,5.99,0.2891779,5437.562538702091,0.184,0.9393564616929898
K2-290 b,890.0,Super Earth,0.0923,0.025188226,K2-290,10.9,0.21114911,5857.0,1.575721,0.9393564616929898
K2-290 c,890.0,Gas Giant,0.305,0.13251199,K2-290,246.00042,0.11435476,5857.0,1.575721,0.9393564616929898
K2-291 b,294.0,Super Earth,0.03261,0.006023272,K2-291,6.49,0.27697092,5509.0,0.92,0.9393564616929898
K2-292 b,373.0,Neptune-like,0.13,0.046543464,K2-292,24.5,0.24218592,5760.0,1.11561,1.031
K2-293 b,1280.0,Neptune-like,6.962942017335215,0.035865847,K2-293,6.57,0.2552842,5379.33,0.935576,0.9393564616929898
K2-294 b,1217.0,Super Earth,6.962942017335215,0.0068446267,K2-294,3.39,0.27289985,5652.0,1.16458,1.0
K2-295 b,759.0,Gas Giant,0.0451,0.0109514035,K2-295,106.47305,0.097378955,4492.0,0.770497,0.71
K2-29 b,582.0,Gas Giant,0.04217,0.009034907,K2-29,232.0159,0.070862544,5437.562538702091,0.807,0.9393564616929898
K2-308 b,4288.0,Gas Giant,6.962942017335215,0.009308693,K2-308,70.6,0.088176401,5370.0,1.256862900934236,0.9393564616929898
K2-30 b,1086.0,Gas Giant,0.04839,0.011225188,K2-30,184.02357,0.080228109,5574.0,0.909346,0.969658
K2-315 b,186.0,Terrestrial,6.962942017335215,0.008487337,K2-315,0.809,0.45742471,3208.0,0.205783,0.174742
K2-316 b,367.0,Super Earth,0.0147,0.003011636,K2-316,2.33,0.30599274,3436.0,0.379,0.408
K2-316 c,367.0,Super Earth,0.0582,0.01451061,K2-316,4.01,0.51032552,3436.0,0.379,0.408
K2-317 b,575.0,Neptune-like,0.0542,0.016974675,K2-317,8.91,0.4286364,3373.0,0.339843,0.322467
K2-318 b,482.0,Super Earth,0.0911,0.019164955,K2-318,3.39,0.45579138,3851.0,0.552,0.561
K2-319 b,682.0,Neptune-like,0.1516,0.07310062,K2-319,8.2,0.26641933,5296.0,0.925033,0.91
K2-31 b,361.0,Gas Giant,0.022,0.003559206,K2-31,563.83042,0.075039881,5280.0,0.78,0.91
