name,distance,planet_type,orbital_radius,orbital_period,hostname,mass,esi,st_temp,st_radius,st_mass
1RXS J160929.1-210524 b,454.0,Gas Giant,330.0,6505.9,1RXS J160929.1-210524,3000.0,0.049538687,4060.0,1.256862900934236,0.85
2M0437 b,419.0,Gas Giant,118.0,3110.6,2MASS J04372171+2651014,1271.3136,0.068690673,3100.0,0.84,0.17
2MASS J01033563-5515561 AB b,154.0,Gas Giant,84.0,1767.2,2MASS J01033563-5515561 A,4131.79,0.25708915393710335,5437.562538702091,1.256862900934236,0.19
2MASS J01225093-2439505 b,110.0,Gas Giant,52.0,593.2,2MASS J01225093-2439505,7786.5,0.078268075,3309.0,0.36645,0.353185
2MASS J02192210-3925225 b,131.0,Gas Giant,156.0,5878.1,2MASS J02192210-3925225,4417.837,0.056534469,3381.67,1.256862900934236,0.9393564616929898
2MASS J04414489+2301513 b,393.0,Gas Giant,15.0,411.0,2MASS J04414489+2301513,2383.6,0.070633378,5437.562538702091,1.256862900934236,0.019
2MASS J12073346-3932539 b,210.0,Gas Giant,55.0,2885.9,2MASS J12073346-3932539,1589.15,0.069159148,5437.562538702091,1.256862900934236,0.9393564616929898
2MASS J19383260+4603591 b,1293.0,Gas Giant,0.92,1.1115674,2MASS J19383260+4603591,603.877,0.096041501,8868.67,1.256862900934236,0.9393564616929898
Kepler-451 c,1293.0,Gas Giant,6.962942017335215,4.0,2MASS J19383260+4603591,511.70374,0.18418114,8868.67,1.256862900934236,0.9393564616929898
Kepler-451 d,1293.0,Gas Giant,6.962942017335215,0.117727585,2MASS J19383260+4603591,559.378,0.067756094,8868.67,1.256862900934236,0.9393564616929898
2MASS J22362452+4751425 b,227.0,Gas Giant,230.0,4505.7,2MASS J22362452+4751425,3972.875,0.072138539,4033.0,0.641152,0.63
BD+03 2562 b,3492.0,Gas Giant,1.3,1.3193703,BD+03 2562,2034.112,0.073659806,4095.0,32.35,1.14
BD-06 1339 b,66.0,Neptune-like,0.0428,0.010677618,BD-06 1339,8.5,0.23950512,4042.0,0.686355,0.63
BD-06 1339 c,66.0,Gas Giant,0.435,0.34469542,BD-06 1339,53.0,0.40240802,4042.0,0.686355,0.63
BD-08 2823 b,135.0,Neptune-like,0.06,0.015331964,BD-08 2823,12.7132,0.20560321,4746.0,1.256862900934236,0.74
BD-08 2823 c,135.0,Gas Giant,0.68,0.65051335,BD-08 2823,104.0,0.35783763,4746.0,1.256862900934236,0.74
BD-10 3166 b,275.0,Gas Giant,0.04,0.009582478,BD-10 3166,187.5197,0.066523104,5393.0,1.256862900934236,1.01
BD-11 4672 b,89.0,Gas Giant,2.36,4.5,BD-11 4672,206.5895,0.092851813,4228.0,0.67,0.59
BD-11 4672 c,89.0,Neptune-like,0.3,0.20314851,BD-11 4672,15.37,0.52005613,4228.0,0.67,0.59
BD-13 2130 b,3018.0,Gas Giant,1.66,2.0,BD-13 2130,3108.3774,0.096496005,4572.33,16.73854,0.9393564616929898
BD+14 4559 b,161.0,Gas Giant,0.78,0.7362081,BD+14 4559,330.5432,0.38456025,4869.17,0.862189,0.9393564616929898
BD+15 2375 b,2505.0,Gas Giant,0.576,0.41943872,BD+15 2375,337.21763,0.074553831,5437.562538702091,1.256862900934236,0.9393564616929898
BD+15 2940 b,1391.0,Gas Giant,0.539,0.37645447,BD+15 2940,352.78,0.06847007,4796.0,14.7,1.1
BD-17 63 b,112.0,Gas Giant,1.34,1.8,BD-17 63,1620.9,0.19289263,5437.562538702091,1.256862900934236,0.741
BD+20 2457 b,5023.0,Gas Giant,1.05,1.0392882,BD+20 2457,6807.63,0.074700228,4181.98,46.0451,0.9393564616929898
BD+20 2457 c,5023.0,Gas Giant,2.01,1.7,BD+20 2457,3963.17,0.074505711,4181.98,46.0451,0.9393564616929898
BD+20 274 b,4314.0,Gas Giant,1.3,1.6,BD+20 274,1334.886,0.08764565,4391.0,1.256862900934236,1.17
BD+20 594 b,585.0,Neptune-like,0.241,0.11416838,BD+20 594,22.2481,0.30647469,5766.0,1.08,1.67
BD+45 564 b,175.0,Gas Giant,0.83,0.84298426,BD+45 564,432.24663,0.36203391,5004.0,1.256862900934236,0.81
BD+48 738 b,2843.0,Gas Giant,1.0,1.0748802,BD+48 738,289.2253,0.085492126,4414.0,11.0,0.74
BD+48 740 b,2174.0,Gas Giant,1.7,2.0,BD+48 740,540.311,0.10978786,5437.562538702091,1.256862900934236,0.9393564616929898
BD+49 828 b,1442.0,Gas Giant,4.2,7.1,BD+49 828,508.5,0.35861276,4943.0,9.20378,0.9393564616929898
BD+55 362 b,171.0,Gas Giant,0.78,0.7271732,BD+55 362,228.83645,0.38367829,5012.0,1.256862900934236,0.909
BD+60 1417 b,147.0,Gas Giant,1662.0,67794.6,BD+60 1417,4767.4261,0.061591603,4993.0,0.797,1.0
BD+63 1405 b,124.0,Gas Giant,2.06,3.3,BD+63 1405,3305.4154,0.23063409,5000.0,1.256862900934236,0.816
CFBDSIR J145829+101343 b,75.0,Gas Giant,2.6,27.5,CFBDSIR J145829+101343,3337.1,0.071622779,580.5,1.256862900934236,0.021
CFHTWIR-Oph 98 b,2167.1687368622206,Gas Giant,200.0,22027.4,CFHTWIR-Oph 98 A,2479.0616,0.044671746,2320.0,0.245,0.0147
CHXR 73 b,621.0,Gas Giant,210.0,5146.9,CHXR 73,3994.486,0.25708915393710335,5437.562538702091,1.256862900934236,0.35
COCONUTS-2 b,36.0,Gas Giant,7506.0,1101369.9,COCONUTS-2 A,2002.319,0.071408901,3406.0,0.388,0.37
CoRoT-10 b,1104.0,Gas Giant,0.1055,0.03613963,CoRoT-10,874.0,0.13130296,5075.0,0.743,0.904
CoRoT-11 b,2137.0,Gas Giant,0.0436,0.008213553,CoRoT-11,740.51,0.057733305,5437.562538702091,1.33,1.23
CoRoT-12 b,3674.0,Gas Giant,0.04016,0.007665982,CoRoT-12,291.438,0.057985974,5675.0,1.03674,0.9393564616929898
CoRoT-13 b,3748.0,Gas Giant,0.051,0.0109514035,CoRoT-13,415.704,0.089371693,5945.0,1.01,1.09
CoRoT-14 b,5691.0,Gas Giant,0.027,0.0041067763,CoRoT-14,2415.4,0.073150266,4947.25,1.560789,0.9393564616929898
CoRoT-16 b,2389.0,Gas Giant,0.0618,0.014784395,CoRoT-16,170.032,0.078561072,5650.0,1.19,1.098
CoRoT-17 b,3837.0,Gas Giant,0.0461,0.010403832,CoRoT-17,772.29,0.078625359,5740.0,1.59,1.04
CoRoT-18 b,2495.0,Gas Giant,0.0295,0.005201916,CoRoT-18,1102.82,0.062970643,5440.0,0.934028,0.9393564616929898
CoRoT-19 b,2579.0,Gas Giant,0.0518,0.010677618,CoRoT-19,352.78,0.063265151,5758.0,1.6395,1.03
CoRoT-1 b,2570.0,Gas Giant,0.02752,0.0041067763,CoRoT-1,327.35,0.055210389,6355.07,1.29027,1.26
CoRoT-20 b,2753.0,Gas Giant,0.09,0.025188226,CoRoT-20,1366.669,0.095756334,5880.0,1.29981,0.9393564616929898
CoRoT-20 c,2753.0,Gas Giant,2.9,4.6,CoRoT-20,5403.11,0.20480289,5880.0,1.29981,0.9393564616929898
CoRoT-21 b,4563.0,Gas Giant,0.0417,0.0073921974,CoRoT-21,718.2958,0.062382445,6200.0,1.95,1.29
CoRoT-22 b,2046.0,Neptune-like,0.092,0.026830938,CoRoT-22,12.2,0.16236543,5245.52,1.229803,0.9393564616929898
CoRoT-23 b,3461.0,Gas Giant,0.048,0.009856262,CoRoT-23,889.9,0.076994975,5900.0,1.74,1.122
CoRoT-24 b,1930.0,Neptune-like,0.056,0.013963039,CoRoT-24,5.7,0.1996284,4950.0,0.86,0.91
CoRoT-24 c,1930.0,Neptune-like,0.098,0.03230664,CoRoT-24,28.0,0.19307331,4950.0,0.86,0.91
CoRoT-25 b,3600.0,Gas Giant,0.0578,0.013415469,CoRoT-25,85.81,0.075729936,5018.0,1.556304,0.9393564616929898
CoRoT-26 b,3409.0,Gas Giant,0.0526,0.011498973,CoRoT-26,165.26,0.064843236,4801.3,1.256862900934236,0.9393564616929898
CoRoT-27 b,3296.0,Gas Giant,0.0476,0.009856262,CoRoT-27,3302.11,0.081364856,5665.0,1.38399,1.01
CoRoT-28 b,2499.0,Gas Giant,0.0603,0.014236824,CoRoT-28,153.82972,0.083066795,5177.0,2.61841,0.9393564616929898
CoRoT-29 b,2631.0,Gas Giant,0.0386,0.007939767,CoRoT-29,270.1555,0.087739955,5260.0,0.9,0.97
CoRoT-2 b,696.0,Gas Giant,0.02798,0.0046543465,CoRoT-2,1102.82,0.056740878,5598.0,0.901,0.997
CoRoT-30 b,3367.0,Gas Giant,0.0844,0.024914443,CoRoT-30,921.707,0.089615713,5811.0,0.983423,1.04
CoRoT-31 b,6543.0,Gas Giant,0.0586,0.012594113,CoRoT-31,266.9772,0.05728074,4870.0,2.220684,0.9393564616929898
CoRoT-35 b,3664.0,Gas Giant,0.0429,0.008761123,CoRoT-35,349.61125,0.049928133,5825.0,1.49038,1.05
CoRoT-36 b,3020.0,Gas Giant,0.066,0.015331964,CoRoT-36,216.12332,0.058335794,6730.0,1.52,1.32
CoRoT-3 b,2508.0,Gas Giant,0.05783,0.011772759,CoRoT-3,6883.91,0.079061404,5437.562538702091,1.54,1.359
CoRoT-4 b,2370.0,Gas Giant,0.09,0.025188226,CoRoT-4,228.83,0.072753402,6190.0,1.17,1.16
CoRoT-5 b,2879.0,Gas Giant,0.04947,0.0109514035,CoRoT-5,148.42,0.060161229,6240.0,1.06,1.13
CoRoT-6 b,2105.0,Gas Giant,0.0855,0.02436687,CoRoT-6,940.74,0.075649966,6090.0,1.043,1.054
CoRoT-7 b,522.0,Super Earth,0.017016,0.0024640656,CoRoT-7,4.07661,0.27120979,5250.0,0.96,0.884
CoRoT-7 c,522.0,Neptune-like,0.046,0.010130048,CoRoT-7,8.4,0.2215501,5250.0,0.96,0.884
CoRoT-7 d,522.0,Neptune-like,6.962942017335215,0.024640657,CoRoT-7,17.142,0.18235569,5250.0,0.96,0.884
CoRoT-8 b,1050.0,Gas Giant,0.063,0.016974675,CoRoT-8,69.92,0.13603342,5437.562538702091,0.802,0.89
CoRoT-9 b,1347.0,Gas Giant,0.4021,0.2609172,CoRoT-9,266.9772,0.28548484,5625.0,0.96,0.96
DENIS-P J082303.1-491201 b,68.0,Gas Giant,0.36,0.67460644,DENIS-P J082303.1-491201,9057.77,0.25708915393710335,5437.562538702091,1.256862900934236,0.075
DMPP-1 b,204.0,Neptune-like,0.1462,0.050924025,DMPP-1,24.27,0.15584064,5437.562538702091,1.256862900934236,0.9393564616929898
DMPP-1 c,204.0,Neptune-like,0.0733,0.018069815,DMPP-1,9.6,0.21030814,5437.562538702091,1.256862900934236,0.9393564616929898
DMPP-1 d,204.0,Super Earth,0.0422,0.007939767,DMPP-1,3.35,0.27309959,5437.562538702091,1.256862900934236,0.9393564616929898
DMPP-1 e,204.0,Super Earth,0.0651,0.015058179,DMPP-1,4.13,0.26435102,5437.562538702091,1.256862900934236,0.9393564616929898
DMPP-2 b,450.0,Gas Giant,0.0664,0.014236824,DMPP-2,138.89171,0.066751158,6435.0,1.95965,1.3
DMPP-3 A b,148.0,Super Earth,0.0662,0.0183436,DMPP-3 A,2.58,0.2945082,5105.5,0.912507,0.9393564616929898
EPIC 201170410.02,437.0,Super Earth,0.0349,0.018617386,EPIC 201170410,1.15,0.41742203,4012.71,1.256862900934236,0.9393564616929898
EPIC 201238110 b,520.0,Super Earth,6.962942017335215,0.077207394,EPIC 201238110,4.16,0.71610717,3772.0,0.52,0.9393564616929898
EPIC 201427007 b,2304.0,Super Earth,6.962942017335215,0.0019164955,EPIC 201427007,2.86,0.27925568,5633.0,0.94,0.9393564616929898
EPIC 201497682 b,825.0,Terrestrial,6.962942017335215,0.0057494864,EPIC 201497682,0.26,0.2884597,5437.562538702091,1.256862900934236,0.78
EPIC 201595106 b,757.0,Super Earth,6.962942017335215,0.0024640656,EPIC 201595106,2.24,0.28738835,5705.0,0.932487,0.9393564616929898
EPIC 201615463 c,1556.0,Super Earth,6.962942017335215,0.010403832,K2-166,1.98,0.29059477,6046.57,1.55133,1.12
K2-166 b,1556.0,Neptune-like,0.0858,0.023271732,K2-166,5.43,0.24868301,6046.57,1.55133,1.12
EPIC 201754305 d,1093.0,Super Earth,6.962942017335215,0.0073921974,K2-16,1.08,0.30181698,4742.0,0.66,0.68
K2-16 b,1093.0,Super Earth,0.0667,0.020807665,K2-16,4.74,0.2870812,4742.0,0.66,0.68
K2-16 c,1093.0,Neptune-like,0.1229,0.05229295,K2-16,6.99,0.33127255,4742.0,0.66,0.68
EPIC 201757695.02,1884.0,Terrestrial,0.0296,0.0054757018,EPIC 201757695,0.688,0.29492741,4520.0,0.655,0.727
EPIC 201833600 c,840.0,Terrestrial,6.962942017335215,0.0109514035,K2-50,0.972,0.31092324,5437.562538702091,0.634,0.9393564616929898
K2-50 b,840.0,Super Earth,0.0705,0.024093088,K2-50,3.15,0.32412154,5437.562538702091,0.634,0.9393564616929898
EPIC 201841433 b,1424.0,Super Earth,0.035,0.011498973,EPIC 201841433,1.12,0.30019225,5437.562538702091,0.628,0.9393564616929898
EPIC 205950854 c,796.0,Super Earth,6.962942017335215,0.022176592,K2-168,2.27,0.2983761,5495.0,0.88,0.9393564616929898
K2-168 b,796.0,Super Earth,6.962942017335215,0.043531828,K2-168,4.12,0.28941725,5495.0,0.88,0.9393564616929898
EPIC 206024342 b,1207.0,Super Earth,6.962942017335215,0.0123203285,EPIC 206024342,3.53,0.27499151,5437.562538702091,0.823,0.9393564616929898
EPIC 206024342 c,1207.0,Super Earth,6.962942017335215,0.0024640656,EPIC 206024342,2.54,0.28380461,5437.562538702091,0.823,0.9393564616929898
EPIC 206024342 d,1207.0,Neptune-like,6.962942017335215,0.039972622,EPIC 206024342,7.27,0.25063549,5437.562538702091,0.823,0.9393564616929898
EPIC 206032309 b,526.0,Super Earth,6.962942017335215,0.007939767,EPIC 206032309,1.01,0.33497372,5437.562538702091,1.256862900934236,0.221
EPIC 206042996 b,1474.0,Super Earth,6.962942017335215,0.01451061,EPIC 206042996,3.53,0.30053173,4018.74,0.667561,0.9393564616929898
EPIC 206042996 c,1474.0,Super Earth,6.962942017335215,0.0010951404,EPIC 206042996,1.87,0.29086618,4018.74,0.667561,0.9393564616929898
EPIC 206215704 b,358.0,Terrestrial,6.962942017335215,0.0062970566,EPIC 206215704,0.972,0.39343273,5437.562538702091,0.367,0.9393564616929898
EPIC 206317286 b,1025.0,Terrestrial,6.962942017335215,0.0043805614,EPIC 206317286,0.84,0.29585146,4749.0,0.73,0.9393564616929898
EPIC 206317286 c,1025.0,Super Earth,6.962942017335215,0.04791239,EPIC 206317286,5.03,0.32522901,4749.0,0.73,0.9393564616929898
EPIC 211822797 b,607.0,Super Earth,0.1195,0.05804244,EPIC 211822797,4.35,0.48103316,4148.21,0.571699,0.663459
EPIC 211945201 b,593.0,Neptune-like,0.1493,0.05338809,EPIC 211945201,27.0,0.14596648,6069.0,1.39,1.17
EPIC 212297394 b,1365.0,Super Earth,6.962942017335215,0.0062970566,EPIC 212297394,2.79,0.28428654,5437.562538702091,1.256862900934236,0.829
EPIC 212297394 c,1365.0,Neptune-like,6.962942017335215,0.014236824,EPIC 212297394,5.77,0.25312883,5437.562538702091,1.256862900934236,0.829
EPIC 212424622 b,1996.0,Neptune-like,6.962942017335215,0.0495551,EPIC 212424622,5.35,0.26315746,5915.0,1.21834,1.08
EPIC 212499991 b,924.0,Super Earth,6.962942017335215,0.095551,EPIC 212499991,3.19,0.43027597,5079.0,0.752111,0.85
EPIC 212587672 b,1044.0,Super Earth,6.962942017335215,0.041889116,EPIC 212587672,2.13,0.30792694,5864.75,0.975659,0.9393564616929898
EPIC 212587672 c,1044.0,Neptune-like,6.962942017335215,0.06351814,EPIC 212587672,5.99,0.26862097,5864.75,0.975659,0.9393564616929898
EPIC 212624936 b,1833.0,Super Earth,6.962942017335215,0.0016427105,EPIC 212624936,1.87,0.29032315,5437.562538702091,0.948,0.9393564616929898
EPIC 212624936 c,1833.0,Neptune-like,6.962942017335215,0.03230664,EPIC 212624936,5.9,0.25775504,5437.562538702091,0.948,0.9393564616929898
EPIC 212737443 b,1097.0,Neptune-like,0.098,0.037234772,EPIC 212737443,7.2,0.29137883,4684.0,0.673,0.69
EPIC 212737443 c,1097.0,Neptune-like,0.28,0.17960301,EPIC 212737443,7.7,0.59538025,4684.0,0.673,0.69
EPIC 220492298 b,2037.0,Terrestrial,6.962942017335215,0.0021902807,EPIC 220492298,0.937,0.29325625,5443.04,1.11319,0.95
EPIC 220554210 c,1619.0,Super Earth,6.962942017335215,0.0019164955,K2-282,3.19,0.27483038,5068.57,1.012896,0.9393564616929898
K2-282 b,1619.0,Neptune-like,0.0499,0.011498973,K2-282,6.8,0.23597586,5068.57,1.012896,0.9393564616929898
EPIC 220674823 b,798.0,Super Earth,0.01312,0.0016427105,EPIC 220674823,8.21,0.26861068,5496.0,0.95,0.92
EPIC 220674823 c,798.0,Neptune-like,0.1091,0.036413416,EPIC 220674823,8.9,0.23523564,5496.0,0.95,0.92
EPIC 228836835 b,490.0,Super Earth,6.962942017335215,0.0019164955,EPIC 228836835,1.37,0.30017627,3506.0,0.423901,0.418179
EPIC 246851721 b,1216.0,Gas Giant,0.07229,0.016974675,EPIC 246851721,953.49,0.076605361,6513.0,1.73931,1.338
EPIC 248847494 b,1800.0,Gas Giant,4.5,10.0,EPIC 248847494,4131.79,0.21937694,4898.0,2.7,0.9
EPIC 249893012 b,1048.0,Super Earth,0.047,0.009856262,EPIC 249893012,8.75,0.25843827,5256.0,1.816269,0.9393564616929898
EPIC 249893012 c,1048.0,Neptune-like,0.13,0.042710472,EPIC 249893012,14.67,0.19451622,5256.0,1.816269,0.9393564616929898
EPIC 249893012 d,1048.0,Neptune-like,0.22,0.097741276,EPIC 249893012,10.18,0.20209233,5256.0,1.816269,0.9393564616929898
G 264-012 b,52.0,Super Earth,0.02279,0.0062970566,G 264-012,2.5,0.34826581,3272.0,0.314906,0.293694
G 264-012 c,52.0,Super Earth,0.0525,0.022176592,G 264-012,3.75,0.54005486,3272.0,0.314906,0.293694
G 9-40 b,91.0,Super Earth,0.0385,0.015605749,G 9-40,11.7,0.41388817,3413.0,0.32,0.9393564616929898
Gaia-1 b,1186.0,Gas Giant,0.04047,0.008487337,Gaia-1,533.95172,0.067742438,5470.0,0.952,0.949
Gaia-2 b,683.0,Gas Giant,0.0467,0.010130048,Gaia-2,259.66581,0.063119882,5720.0,1.08783,0.9393564616929898
GJ 1002 b,16.0,Super Earth,0.0457,0.028199865,GJ 1002,1.08,0.86151546,2902.0,0.143762,0.116845
GJ 1002 c,16.0,Super Earth,0.0738,0.05804244,GJ 1002,1.36,0.58171525,2902.0,0.143762,0.116845
GJ 1061 b,12.0,Super Earth,0.021,0.008761123,GJ 1061,1.37,0.57158634,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 1061 c,12.0,Super Earth,0.035,0.0183436,GJ 1061,1.74,0.85791058,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 1061 d,12.0,Super Earth,0.054,0.03559206,GJ 1061,1.64,0.85863511,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 1132 b,41.0,Super Earth,0.0153,0.0043805614,GJ 1132,1.66,0.36158321,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 1132 c,41.0,Super Earth,0.0476,0.02436687,GJ 1132,2.64,0.73238181,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 1148 b,36.0,Gas Giant,0.166,0.113347024,GJ 1148,96.7,0.3643561,3698.49,1.256862900934236,0.9393564616929898
GJ 1148 c,36.0,Gas Giant,0.912,1.5,GJ 1148,68.06,0.10710391,3698.49,1.256862900934236,0.9393564616929898
GJ 1151 c,26.0,Neptune-like,0.5714,1.0669404,GJ 1151,10.62,0.21243423,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 1214 b,48.0,Neptune-like,0.0149,0.0043805614,GJ 1214,8.17,0.27839216,3026.0,0.211,0.157
GJ 1252 b,66.0,Super Earth,0.00915,0.0013689254,GJ 1252,1.32,0.2961555,3536.0,0.390989,0.381272
GJ 1265 b,33.0,Neptune-like,0.026,0.010130048,GJ 1265,7.4,0.41971543,3443.36,1.256862900934236,0.9393564616929898
GJ 143 b,53.0,Neptune-like,0.1915,0.09746748,GJ 143,22.7,0.41165238,5437.562538702091,1.256862900934236,0.9393564616929898
HD 21749 c,53.0,Super Earth,0.0695,0.021355236,GJ 143,3.7,0.3240778,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 15 A b,12.0,Super Earth,0.072,0.031211497,GJ 15 A,3.03,0.53462708,3567.0,0.3863,0.375
GJ 15 A c,12.0,Neptune-like,5.4,20.8,GJ 15 A,36.0,0.12155438,3567.0,0.3863,0.375
GJ 160.2 b,84.0,Neptune-like,0.053,0.014236824,GJ 160.2,10.2,0.22441106,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 163 b,49.0,Neptune-like,0.0607,0.023545519,GJ 163,10.6,0.38834652,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 163 c,49.0,Neptune-like,0.1254,0.07008898,GJ 163,6.8,0.68680696,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 163 d,49.0,Neptune-like,1.0304,1.7,GJ 163,29.4,0.15471048,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 179 b,40.0,Gas Giant,2.41,6.3,GJ 179,301.93699,0.068123643,3539.0,1.256862900934236,0.9393564616929898
GJ 180 b,39.0,Neptune-like,0.092,0.04681725,GJ 180,6.49,0.66909381,3371.0,1.256862900934236,0.43
GJ 180 c,39.0,Neptune-like,0.129,0.06652977,GJ 180,6.4,0.69540275,3371.0,1.256862900934236,0.43
GJ 180 d,39.0,Neptune-like,0.309,0.29103354,GJ 180,7.56,0.4754664,3371.0,1.256862900934236,0.43
GJ 2030 b,121.0,Super Earth,0.034411,0.006570842,GJ 2030,4.76743,0.25352208,5485.0,2.24104,0.96
GJ 2030 c,121.0,Gas Giant,16.763449,70.0,GJ 2030,4069.1571,0.087529697,5485.0,2.24104,0.96
GJ 2056 b,93.0,Neptune-like,0.283,0.19164956,GJ 2056,16.2,0.48896943,4069.95,0.709495,0.9393564616929898
GJ 229 A c,19.0,Neptune-like,0.384214,0.33374402,GJ 229,8.58137,0.56015989,5437.562538702091,0.46,0.9393564616929898
GJ 229 b,19.0,Neptune-like,1.086215,1.6,GJ 229,14.93794,0.20674238,5437.562538702091,0.46,0.9393564616929898
GJ 251 b,18.0,Super Earth,0.0818,0.03887748,GJ 251,4.0,0.62909696,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 27.1 b,77.0,Neptune-like,0.101,0.04325804,GJ 27.1,13.0,0.49134819,3706.0,0.54,0.46
GJ 273 b,19.0,Super Earth,0.091101,0.050924025,GJ 273,2.89,0.85463759,3283.0,0.33,0.32
GJ 273 c,19.0,Super Earth,0.036467,0.012867898,GJ 273,1.18,0.47597106,3283.0,0.33,0.32
GJ 3021 b,57.0,Gas Giant,0.49,0.36605063,GJ 3021,1071.04,0.28902954,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 3082 b,54.0,Neptune-like,0.079,0.032580424,GJ 3082,8.2,0.40317601,3613.0,0.47,0.42
GJ 3090 b,73.0,Neptune-like,0.03165,0.007939767,GJ 3090,3.34,0.27533568,3574.0,0.55,0.45
GJ 3138 b,93.0,Super Earth,0.0197,0.003285421,GJ 3138,1.78,0.30232551,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 3138 c,93.0,Super Earth,0.057,0.016427105,GJ 3138,4.18,0.35062972,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 3138 d,93.0,Neptune-like,0.698,0.7058179,GJ 3138,10.5,0.30923984,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 317 b,50.0,Gas Giant,1.151,1.9,GJ 317,794.5,0.083619689,3589.79,1.256862900934236,0.9393564616929898
GJ 317 c,50.0,Gas Giant,5.23,18.5,GJ 317,522.5,0.067230839,3589.79,1.256862900934236,0.9393564616929898
GJ 3222 b,59.0,Neptune-like,0.091179,0.029295003,GJ 3222,11.44182,0.20129518,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 328 b,67.0,Gas Giant,4.5,11.2,GJ 328,797.7493,0.072686782,3989.91,0.667308,0.9393564616929898
GJ 3293 b,66.0,Neptune-like,0.14339,0.08377823,GJ 3293,23.54,0.520749,3469.0,0.450299,0.446873
GJ 3293 c,66.0,Neptune-like,0.36175,0.33566052,GJ 3293,21.09,0.31442271,3469.0,0.450299,0.446873
GJ 3293 d,66.0,Neptune-like,0.19394,0.13169062,GJ 3293,7.6,0.6297766,3469.0,0.450299,0.446873
GJ 3293 e,66.0,Super Earth,0.08208,0.036413416,GJ 3293,3.28,0.58304096,3469.0,0.450299,0.446873
GJ 3323 b,18.0,Super Earth,0.03282,0.014784395,GJ 3323,2.02,0.68021567,3159.0,0.119,0.164
GJ 3323 c,18.0,Super Earth,0.1264,0.11088296,GJ 3323,2.31,0.49034681,3159.0,0.119,0.164
GJ 3341 b,77.0,Neptune-like,0.089,0.03887748,GJ 3341,6.6,0.48858245,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 338 B b,21.0,Neptune-like,0.142,0.06680356,GJ 338 B,10.6,0.43616595,3841.0,0.53,0.55
GJ 3470 b,96.0,Neptune-like,0.0355,0.009034907,GJ 3470,13.9,0.20910414,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 3473 b,89.0,Super Earth,0.01589,0.003285421,GJ 3473,1.86,0.31135508,3332.0,0.354529,0.9393564616929898
GJ 3473 c,89.0,Neptune-like,0.0876,0.042436685,GJ 3473,7.41,0.60886327,3332.0,0.354529,0.9393564616929898
GJ 3512 b,31.0,Gas Giant,0.337,0.5577002,GJ 3512,146.20107,0.079154938,2902.0,0.155883,0.127563
GJ 3512 c,31.0,Gas Giant,1.292,4.4,GJ 3512,63.56568,0.092750222,2902.0,0.155883,0.127563
GJ 357 b,31.0,Super Earth,0.035,0.010677618,GJ 357,1.84,0.39591069,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 357 c,31.0,Super Earth,0.061,0.024914443,GJ 357,3.4,0.52704265,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 357 d,31.0,Neptune-like,0.204,0.15249829,GJ 357,6.1,0.57551752,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 3634 b,66.0,Neptune-like,0.0287,0.007118412,GJ 3634,8.4,0.26625103,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 367 b,31.0,Terrestrial,0.0071,0.00082135526,GJ 367,0.633,0.28429496,3518.0,0.46,0.9393564616929898
GJ 3779 b,45.0,Neptune-like,0.026,0.008213553,GJ 3779,8.0,0.31082073,3834.64,1.256862900934236,0.9393564616929898
GJ 3929 b,52.0,Super Earth,0.0252,0.007118412,GJ 3929,1.75,0.370086,3352.0,0.325635,0.9393564616929898
GJ 3929 c,52.0,Neptune-like,0.081,0.04106776,GJ 3929,5.71,0.6752644,3352.0,0.325635,0.9393564616929898
GJ 393 b,23.0,Super Earth,0.05402,0.019164955,GJ 393,1.71,0.42881937,5437.562538702091,1.256862900934236,0.9393564616929898
GJ 3942 b,55.0,Neptune-like,0.0608,0.01889117,GJ 3942,7.14,0.28678397,3867.0,0.61,0.63
GJ 3998 b,59.0,Super Earth,0.029,0.007118412,GJ 3998,2.47,0.31197872,3889.0,1.256862900934236,0.9393564616929898
GJ 3998 c,59.0,Neptune-like,0.089,0.037508555,GJ 3998,6.26,0.44119424,3889.0,1.256862900934236,0.9393564616929898
GJ 411 b,19.0,Super Earth,0.07879,0.035318274,GJ 411,2.69,0.61154459,3601.0,1.256862900934236,0.9393564616929898
